fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,bound_sulfur_dioxide,quality_class
7.2,0.25,0.39,18.95,0.038,42,0.9999,2.97,0.47,9,113,1
7.4,0.21,0.27,1.2,0.041,27,0.9927,3.19,0.33,9.8,72,1
6.8,0.26,0.22,7.7,0.047,57,0.9959,3.1,0.47,9,153,0
7.4,0.21,0.27,1.2,0.041,27,0.9927,3.19,0.33,9.8,72,1
7.4,0.31,0.28,1.6,0.05,33,0.9929,3.31,0.56,10.5,104,1
7,0.22,0.31,2.7,0.03,41,0.9898,3.16,0.37,12.7,95,2
7,0.21,0.28,8.7,0.045,37,0.9954,3.25,0.54,10.4,185,1
7,0.21,0.28,8.6,0.045,37,0.9954,3.25,0.54,10.4,184,1
7,0.21,0.28,8.6,0.045,37,0.9954,3.25,0.54,10.4,184,1
6.9,0.23,0.38,8.3,0.047,47,0.9954,3.34,0.52,10.5,115,2
7,0.21,0.28,8.7,0.045,37,0.9954,3.25,0.54,10.4,185,1
7,0.21,0.28,8.6,0.045,37,0.9954,3.25,0.54,10.4,184,1
6.8,0.29,0.5,13.3,0.053,48,0.9974,3.09,0.45,9.4,146,0
7.8,0.21,0.27,1.2,0.051,20,0.9936,3.06,0.46,9.1,69,0
7.1,0.31,0.47,13.6,0.056,54,0.9978,3.1,0.49,9.3,143,0
6.8,0.29,0.5,13.3,0.053,48,0.9974,3.09,0.45,9.4,146,0
6.4,0.34,0.1,1.1,0.048,19,0.9927,3.21,0.38,9.8,65,0
7.4,0.155,0.34,2.3,0.045,73.5,0.9934,3.18,0.61,9.9,140.5,2
7,0.23,0.36,7.1,0.028,31,0.9922,3.35,0.47,12.1,73,2
6.9,0.2,0.37,6.2,0.027,24,0.992,3.38,0.49,12.2,73,2
6.1,0.28,0.32,2.5,0.042,23,0.9935,3.27,0.6,9.8,195.5,0
6.6,0.16,0.32,1.4,0.035,49,0.9906,3.35,0.64,12.4,137,2
7.4,0.155,0.34,2.3,0.045,73.5,0.9934,3.18,0.61,9.9,140.5,2
6.7,0.22,0.37,1.6,0.028,24,0.9913,3.29,0.59,11.6,78,2
6.1,0.38,0.2,6.6,0.033,25,0.9938,3.3,0.69,10.4,112,1
6,0.25,0.28,2.2,0.026,54,0.9898,3.43,0.65,12.9,72,2
6.9,0.24,0.36,20.8,0.031,40,0.9975,3.2,0.33,11,99,1
7.1,0.32,0.32,11,0.038,16,0.9937,3.24,0.4,11.5,50,0
5.8,0.28,0.27,2.6,0.054,30,0.9914,3.53,0.42,12.4,126,0
6.5,0.41,0.24,14,0.048,24,0.9982,3.44,0.53,9.8,89,1
6.5,0.41,0.24,14,0.048,24,0.9982,3.44,0.53,9.8,89,1
6.4,0.28,0.29,1.6,0.052,34,0.9929,3.48,0.56,10.5,93,2
6.1,0.2,0.25,1.2,0.038,34,0.9921,3.24,0.44,10.1,94,0
5.9,0.46,0.14,2.7,0.042,27,0.9931,3.46,0.51,10.6,133,2
6,0.27,0.27,1.6,0.046,32,0.9924,3.41,0.51,10.5,81,2
6.4,0.28,0.29,1.6,0.052,34,0.9929,3.48,0.56,10.5,93,2
6.4,0.41,0.24,14,0.048,24,0.9982,3.44,0.53,9.8,89,1
6.3,0.23,0.31,1.5,0.022,11,0.9892,3.3,0.4,12.9,71,2
7.1,0.21,0.27,8.6,0.056,26,0.9956,2.95,0.52,9.5,85,0
6,0.37,0.32,1,0.053,31,0.9924,3.29,0.72,9.8,187.5,1
7.1,0.21,0.27,8.6,0.056,26,0.9956,2.95,0.52,9.5,85,0
7,0.25,0.29,15.2,0.047,40,0.9982,3.22,0.45,9.3,131,0
5.9,0.25,0.19,12.4,0.047,50,0.9973,3.35,0.38,9.5,112,0
6.8,0.32,0.21,2.2,0.044,15,0.9932,3.17,0.39,9.4,53,1
7,0.14,0.32,9,0.039,54,0.9956,3.22,0.43,9.4,87,1
6.8,0.32,0.21,2.2,0.044,15,0.9932,3.17,0.39,9.4,53,1
7.2,0.29,0.53,18.15,0.047,59,0.9992,3.09,0.52,9.6,123,0
6.5,0.38,0.34,3.4,0.036,34,0.9937,3.14,0.76,10,166,0
6.6,0.24,0.29,2,0.023,19,0.99,3.25,0.45,12.5,67,1
7,0.17,0.31,4.8,0.034,34,0.9944,3.36,0.48,9.6,98,2
5.5,0.16,0.22,4.5,0.03,30,0.9938,3.24,0.36,9.4,72,1
7,0.24,0.51,11,0.029,55,0.9965,3.03,0.61,9.5,172,0
7.4,0.28,0.36,1.1,0.028,42,0.9893,2.99,0.39,12.4,63,2
7,0.22,0.28,1.5,0.037,29,0.9927,3.11,0.55,10.5,86,1
6.3,0.22,0.33,1.7,0.041,67,0.9928,3.32,0.56,10.4,97,1
6.7,0.47,0.34,8.9,0.043,31,0.9964,3.22,0.6,9.2,141,0
5.9,0.36,0.41,1.3,0.047,45,0.9917,3.33,0.51,10.6,59,1
5.8,0.25,0.24,13.3,0.044,41,0.9972,3.34,0.42,9.5,96,0
6.7,0.47,0.34,8.9,0.043,31,0.9964,3.22,0.6,9.2,141,0
6.2,0.18,0.38,1.5,0.028,36,0.993,3.47,0.54,9.7,81,1
6,0.16,0.37,1.5,0.025,43,0.9928,3.46,0.51,9.7,74,1
6.6,0.34,0.28,1.3,0.035,32,0.9916,3.1,0.42,10.7,58,1
7.4,0.29,0.29,1.6,0.045,53,0.9936,3.34,0.68,10.5,127,1
7.4,0.26,0.31,7.6,0.047,52,0.9962,3.13,0.45,8.9,125,1
7,0.28,0.36,1,0.035,8,0.9899,3.09,0.46,12.1,62,1
7.1,0.23,0.39,1.6,0.032,12,0.9898,3.25,0.4,12.7,53,2
7.8,0.19,0.26,8.9,0.039,42,0.996,3.18,0.46,9.9,140,1
6.3,0.19,0.28,1.8,0.022,28,0.9907,3.2,0.64,11.4,130,1
6.8,0.2,0.38,4.7,0.04,27,0.994,3.37,0.58,10.7,76,1
5.7,0.44,0.13,7,0.025,28,0.9913,3.33,0.48,12.5,145,1
6.8,0.23,0.32,1.6,0.026,43,0.9904,3.29,0.54,12.5,104,1
5.7,0.335,0.34,1,0.04,13,0.992,3.27,0.66,10,161,0
7.2,0.28,0.54,16.7,0.045,54,0.999,3.08,0.49,9.5,146,1
7.8,0.18,0.31,12.2,0.053,46,0.998,3.06,0.53,8.9,94,1
7.8,0.18,0.31,12.2,0.053,46,0.998,3.06,0.53,8.9,94,1
6.7,0.27,0.12,1.3,0.041,62,0.9921,3.21,0.42,10,76,1
7.8,0.34,0.35,1.8,0.042,8,0.9908,3.11,0.41,12.1,159,1
7.3,0.26,0.36,5.2,0.04,31,0.9931,3.16,0.59,11,110,1
7.4,0.36,0.33,1.4,0.025,27,0.9915,3.21,0.33,11.2,28,1
7.8,0.28,0.32,9,0.036,34,0.9952,3.17,0.39,10.3,81,2
6.1,0.31,0.26,2.2,0.051,28,0.9926,3.37,0.47,10.4,139,1
6.8,0.18,0.37,1.6,0.055,47,0.9934,3.08,0.45,9.1,107,0
7.4,0.15,0.42,1.7,0.045,49,0.992,3,0.6,10.4,105,1
5.9,0.13,0.28,1.9,0.05,20,0.9918,3.43,0.64,10.8,58,1
7.2,0.34,0.34,12.6,0.048,7,0.9942,3.19,0.4,11.7,34,0
7.9,0.19,0.26,2.1,0.039,8,0.9942,3.05,0.74,9.8,135,0
7.9,0.19,0.26,2.1,0.039,8,0.9942,3.05,0.74,9.8,135,0
6.9,0.25,0.4,1.3,0.038,22,0.9901,3.03,0.39,11.4,79,1
5.8,0.36,0.32,1.7,0.033,22,0.9898,3.03,0.38,11.2,74,1
5.6,0.35,0.37,1,0.038,6,0.9902,3.37,0.34,11.4,66,0
7.2,0.31,0.46,5,0.04,3,0.9906,3.04,0.53,12.5,26,0
6.1,0.28,0.22,1.8,0.034,32,0.9898,3.36,0.44,12.6,84,1
5.6,0.19,0.47,4.5,0.03,19,0.9922,3.56,0.45,11.2,93,1
7.4,0.25,0.36,13.2,0.067,53,0.9976,3.01,0.48,9,125,1
7.4,0.25,0.36,13.2,0.067,53,0.9976,3.01,0.48,9,125,1
7.4,0.25,0.36,13.2,0.067,53,0.9976,3.01,0.48,9,125,1
7.9,0.345,0.51,15.3,0.047,54,0.9987,3.09,0.51,9.1,117,0
7.9,0.345,0.51,15.3,0.047,54,0.9987,3.09,0.51,9.1,117,0
7.4,0.25,0.36,13.2,0.067,53,0.9976,3.01,0.48,9,125,1
6.1,0.24,0.3,1.5,0.045,22,0.992,3.31,0.54,10.4,39,0
6.8,0.25,0.24,4.55,0.053,41,0.9955,3.37,0.67,9.5,170,1
6.7,0.31,0.31,9.9,0.04,10,0.9953,3.46,0.55,11.4,165,0
5.5,0.35,0.35,1.1,0.045,14,0.992,3.34,0.68,9.9,153,1
6.7,0.24,0.41,8.7,0.036,29,0.9952,3.22,0.62,9.9,119,1
6.8,0.28,0.17,13.9,0.047,49,0.9983,3.21,0.51,9,113,1
6.4,0.16,0.22,1.4,0.04,41,0.9933,3.49,0.58,10,108,1
6.3,0.26,0.24,7.2,0.039,38,0.9958,3.49,0.64,9.7,134,1
7.7,0.22,0.42,1.9,0.052,10,0.9922,3.3,0.49,11.8,77,1
6.5,0.18,0.31,1.7,0.044,30,0.9928,3.49,0.5,10.2,97,2
7,0.3,0.51,13.6,0.05,40,0.9976,3.07,0.52,9.6,128,2
7.8,0.28,0.34,1.6,0.028,32,0.9901,3,0.38,12.1,86,2
7,0.3,0.51,13.6,0.05,40,0.9976,3.07,0.52,9.6,128,2
7.8,0.28,0.34,1.6,0.028,32,0.9901,3,0.38,12.1,86,2
6.1,0.41,0.24,1.6,0.049,16,0.993,3.32,0.5,10.4,121,1
5.9,0.21,0.24,12.1,0.044,53,0.9969,3.25,0.39,9.5,112,0
7.2,0.34,0.44,4.2,0.047,51,0.991,3.01,0.76,12.3,93,1
6.7,0.21,0.42,9.1,0.049,31,0.9953,3.12,0.74,9.9,119,2
5.9,0.37,0.1,1.6,0.057,39,0.9924,3.24,0.48,10.1,89,0
7.7,0.34,0.27,8.8,0.063,39,0.9969,3.09,0.63,9.2,145,1
7.8,0.22,0.38,10.3,0.059,28,0.9967,3.12,0.47,10,71,1
7.2,0.35,0.34,12.4,0.051,6,0.9944,3.13,0.39,11.5,31,1
6,0.26,0.5,2.2,0.048,59,0.9928,3.08,0.61,9.8,94,0
6.1,0.26,0.51,2.2,0.05,61,0.9929,3.08,0.6,9.8,93,1
6.5,0.28,0.27,5.2,0.04,44,0.9948,3.19,0.69,9.4,135,1
6.5,0.28,0.29,2.7,0.038,26,0.9912,3.32,0.41,11.6,81,2
6.7,0.34,0.54,16.3,0.047,44,0.9987,3.04,0.56,8.8,137,0
7.2,0.2,0.34,2.7,0.032,49,0.99,3.16,0.39,12.7,102,2
7.4,0.2,0.33,1.9,0.035,39,0.991,3.17,0.44,11.7,99,2
8.2,0.22,0.3,1.8,0.047,47,0.9933,3.13,0.5,10.2,138,1
8.2,0.23,0.29,1.8,0.047,47,0.9933,3.13,0.5,10.2,140,1
7.1,0.22,0.33,2.8,0.033,48,0.9899,3.15,0.38,12.7,105,2
6.5,0.28,0.29,2.7,0.038,26,0.9912,3.32,0.41,11.6,81,2
6,0.38,0.26,6,0.034,42,0.9912,3.38,0.38,12.3,92,2
5.7,0.18,0.22,4.2,0.042,25,0.994,3.35,0.39,9.4,86,0
7.3,0.3,0.22,6.4,0.056,44,0.9947,3.13,0.35,10.1,124,1
7.4,0.24,0.22,10.7,0.042,26,0.9954,2.86,0.36,9.7,55,1
6.6,0.25,0.3,1.6,0.046,32,0.993,3.42,0.51,10.1,102,2
7.4,0.24,0.22,10.7,0.042,26,0.9954,2.86,0.36,9.7,55,1
7.4,0.26,0.3,7.9,0.049,38,0.9963,3.13,0.48,8.9,119,1
6.1,0.32,0.25,1.7,0.034,37,0.992,3.47,0.5,10.8,99,2
6.9,0.28,0.27,2.1,0.036,42,0.9926,3.42,0.49,10.8,79,2
7,0.23,0.33,5.8,0.04,25,0.995,3.19,0.58,9.5,111,1
7.1,0.31,0.5,14.5,0.059,6,0.9983,2.94,0.44,9.1,142,0
7.3,0.2,0.37,1.2,0.037,48,0.992,3.32,0.49,10.9,71,1
6.9,0.41,0.33,10.1,0.043,28,0.9968,3.2,0.52,9.4,124,0
6.3,0.27,0.38,0.9,0.051,7,0.9926,3.45,0.5,10.5,133,2
6.9,0.41,0.33,10.1,0.043,28,0.9968,3.2,0.52,9.4,124,0
7,0.29,0.37,4.9,0.034,26,0.9928,3.17,0.44,10.8,101,1
5.9,0.27,0.29,11.4,0.036,31,0.9949,3.35,0.48,10.5,84,2
6.9,0.19,0.4,1.4,0.036,14,0.9909,3.08,0.68,11.5,41,2
7.2,0.24,0.4,1.4,0.045,31,0.9914,2.88,0.38,10.8,75,1
6.3,0.26,0.49,1.5,0.052,34,0.9924,2.99,0.61,9.8,100,1
6.3,0.26,0.49,1.5,0.052,34,0.9924,2.99,0.61,9.8,100,1
7.3,0.25,0.29,7.5,0.049,38,0.9965,3.43,0.38,9.6,120,0
7.3,0.25,0.29,7.5,0.049,38,0.9965,3.43,0.38,9.6,120,0
6.1,0.28,0.25,17.75,0.044,48,0.9993,3.34,0.48,9.5,113,0
7.4,0.37,0.35,5.7,0.061,12,0.9965,3.48,0.69,10.7,82,1
6.5,0.36,0.28,3.2,0.037,29,0.9908,3.25,0.65,12.4,90,2
7.4,0.24,0.4,4.3,0.032,9,0.992,3.09,0.39,11.1,86,1
7.8,0.32,0.33,2.4,0.037,18,0.9912,3.21,0.65,11.7,83,2
7.8,0.26,0.27,1.9,0.051,52,0.9928,3.23,0.5,10.9,143,1
7.7,0.24,0.27,1.8,0.051,52,0.9928,3.23,0.5,10.8,138,1
7.4,0.19,0.3,1.4,0.057,33,0.993,3.12,0.5,9.6,102,1
5.3,0.32,0.12,6.6,0.043,22,0.9937,3.36,0.6,10.4,119,1
7.2,0.24,0.34,1.1,0.045,3,0.9913,3.23,0.51,11.4,61,0
6.2,0.24,0.29,13.3,0.039,49,0.9952,3.33,0.46,11,81,2
5.8,0.31,0.33,1.2,0.036,23,0.9916,3.18,0.6,10.5,76,1
7,0.23,0.42,18.05,0.05,35,0.9999,3.22,0.42,8.8,109,0
7,0.23,0.42,18.05,0.05,35,0.9999,3.22,0.42,8.8,109,0
6.9,0.24,0.33,4.8,0.04,16,0.9936,3.26,0.64,10.7,115,1
6,0.29,0.2,12.6,0.045,45,0.9972,3.33,0.42,9.5,142,0
6.1,0.17,0.28,4.5,0.033,46,0.9933,3.43,0.49,10.9,104,1
5.9,0.14,0.25,4.5,0.027,34,0.9934,3.49,0.51,10.8,106,1
6.2,0.17,0.28,4.7,0.037,39,0.9931,3.41,0.46,10.8,94,2
7.4,0.28,0.25,11.9,0.053,25,0.9976,3.1,0.62,9.2,123,0
5.6,0.35,0.14,5,0.046,48,0.9937,3.3,0.71,10.3,150,0
5.8,0.335,0.14,5.8,0.046,49,0.9937,3.3,0.71,10.3,148,0
5.6,0.235,0.29,1.2,0.047,33,0.991,3.34,0.5,11,94,2
6.1,0.28,0.25,12.9,0.054,34,0.9979,3.25,0.43,9,155,0
6.3,0.21,0.33,13.9,0.046,68,0.9971,3.36,0.5,10.4,111,1
6.4,0.24,0.28,11.5,0.05,34,0.9969,3.31,0.45,9.5,129,0
6.4,0.24,0.29,11.4,0.051,32,0.9968,3.31,0.45,9.5,134,0
6.3,0.26,0.25,7.8,0.058,44,0.9961,3.24,0.41,9,122,0
7.4,0.105,0.34,12.2,0.05,57,0.9973,3.16,0.37,9,89,1
6,0.32,0.12,5.9,0.041,34,0.9944,3.16,0.72,10,156,0
7.1,0.26,0.34,14.4,0.067,35,0.9986,3.07,0.53,9.1,154,2
7.1,0.26,0.34,14.4,0.067,35,0.9986,3.07,0.53,9.1,154,2
7.1,0.26,0.34,14.4,0.067,35,0.9986,3.07,0.53,9.1,154,2
7.1,0.26,0.34,14.4,0.067,35,0.9986,3.07,0.53,9.1,154,2
5.9,0.24,0.26,12.3,0.053,34,0.9972,3.34,0.45,9.5,100,1
6.5,0.21,0.37,2.5,0.048,70,0.9917,3.33,0.75,11.4,68,2
7.7,0.27,0.35,5.3,0.03,30,0.992,3.11,0.42,12.2,87,1
7.3,0.34,0.21,3.2,0.05,14,0.9936,3.25,0.44,10.2,122,0
6.6,0.27,0.25,3.1,0.052,41,0.9915,3.24,0.4,11.3,147,0
7.1,0.28,0.26,1.9,0.049,12,0.9934,3.15,0.38,9.4,74,0
6.8,0.25,0.34,14,0.032,47,0.9952,3.37,0.5,12.2,86,2
7.1,0.28,0.26,1.9,0.049,12,0.9934,3.15,0.38,9.4,74,0
7.1,0.17,0.38,7.4,0.052,49,0.9958,3.35,0.52,9.6,133,1
7.8,0.28,0.22,1.4,0.056,24,0.9944,3.28,0.48,9.5,106,0
6.8,0.22,0.37,1.7,0.036,38,0.9908,3.35,0.72,12.5,157,1
7.1,0.17,0.38,7.4,0.052,49,0.9958,3.35,0.52,9.6,133,1
6.1,0.14,0.25,1.3,0.047,37,0.9925,3.35,0.46,10,136,1
6.4,0.24,0.5,11.6,0.047,60,0.9966,3.18,0.57,9.3,151,0
7.8,0.42,0.26,9.2,0.058,34,0.9972,3.14,0.55,9.3,165,1
6.6,0.28,0.36,1.7,0.038,22,0.9912,3.29,0.57,11.6,79,1
7.1,0.32,0.34,14.5,0.039,46,0.995,3.38,0.5,12.5,104,2
6.7,0.31,0.3,2.1,0.038,18,0.9928,3.36,0.63,10.6,112,1
6.4,0.32,0.5,10.7,0.047,57,0.9968,3.08,0.6,9.4,149,0
6.1,0.28,0.25,6.9,0.056,44,0.9955,3.19,0.4,9.1,157,1
5.9,0.29,0.25,12,0.057,48,0.9981,3.23,0.41,9,176,1
5.8,0.32,0.38,4.75,0.033,23,0.991,3.42,0.42,11.8,71,2
5.8,0.32,0.38,4.75,0.033,23,0.991,3.42,0.42,11.8,71,2
5.7,0.32,0.38,4.75,0.033,23,0.991,3.42,0.42,11.8,71,2
6.7,0.28,0.14,1.4,0.043,64,0.992,3.17,0.39,10,95,0
5.9,0.25,0.25,11.3,0.052,30,0.997,3.24,0.44,9.5,135,1
8.1,0.46,0.31,1.7,0.052,50,0.9923,3.03,0.42,11.2,133,0
6.2,0.36,0.26,13.2,0.051,54,0.9976,3.25,0.46,9,147,0
6.8,0.22,0.35,5.5,0.043,21,0.9938,3.3,0.53,10.7,93,2
7.2,0.28,0.3,10.7,0.044,61,0.9972,3.14,0.5,9.1,161,1
6.7,0.17,0.37,2,0.039,34,0.9922,3.26,0.6,10.8,91,2
6.9,0.2,0.34,1.9,0.043,25,0.9935,3.31,0.6,10.1,111,0
6.1,0.36,0.16,6.4,0.037,36,0.9944,3.17,0.62,9.9,162,1
6,0.36,0.16,6.3,0.036,36,0.9942,3.17,0.62,9.8,155,0
5.9,0.37,0.14,6.3,0.036,34,0.9944,3.17,0.63,9.8,151,0
6.3,0.34,0.28,14.7,0.047,49,0.9977,3.23,0.46,9.5,149,0
6.7,0.19,0.34,1,0.022,22,0.9912,3.23,0.57,11.1,72,1
7.5,0.31,0.51,14.8,0.039,62,0.9982,3.06,0.6,9.5,142,0
7.5,0.31,0.51,14.8,0.039,62,0.9982,3.06,0.6,9.5,142,0
7.4,0.31,0.48,14.2,0.042,62,0.9983,3.06,0.59,9.4,142,0
6.6,0.38,0.18,1.2,0.042,20,0.9927,3.22,0.45,10.1,64,0
6.4,0.33,0.28,1.1,0.038,30,0.9917,3.12,0.42,10.5,80,1
5.6,0.25,0.26,3.6,0.037,18,0.9904,3.42,0.5,12.6,97,1
8.6,0.27,0.46,6.1,0.032,13,0.993,2.89,0.34,10.9,28,0
6.2,0.31,0.21,6.3,0.041,50,0.9941,3.15,0.6,10,168,0
7.2,0.18,0.45,4.4,0.046,57,0.9943,3.13,0.62,11.2,109,1
7.7,0.2,0.44,13.9,0.05,44,0.99855,3.11,0.48,10,86,1
6.2,0.47,0.21,1,0.044,13,0.99345,3.14,0.46,9.2,85,0
6.1,0.25,0.24,12.1,0.046,51,0.998,3.35,0.45,9.5,121,0
8.2,0.27,0.43,1.6,0.035,31,0.9916,3.1,0.5,12.3,97,1
8.2,0.27,0.43,1.6,0.035,31,0.9916,3.1,0.5,12.3,97,1
6.4,0.31,0.39,7.5,0.04,57,0.99475,3.32,0.43,10,156,0
6,0.39,0.26,2.7,0.038,39,0.99325,3.41,0.5,10.8,148,1
6.2,0.21,0.27,1.7,0.038,41,0.9933,3.49,0.71,10.5,109,2
7,0.27,0.41,18.75,0.042,34,1.0002,2.96,0.5,9.1,123,0
6.2,0.21,0.27,1.7,0.038,41,0.9933,3.49,0.71,10.5,109,2
7.4,0.29,0.5,1.8,0.042,35,0.9937,3.45,0.5,10.2,92,2
6.6,0.29,0.44,9,0.053,62,0.99685,3.02,0.45,8.9,116,0
6,0.3,0.44,1.5,0.046,15,0.99455,3.5,0.52,10.4,167,0
6.9,0.31,0.34,1.6,0.032,23,0.9917,3.37,0.47,11.7,105,1
6.6,0.33,0.31,1.3,0.02,29,0.99035,3.26,0.44,12.4,60,2
7.8,0.3,0.4,1.8,0.028,23,0.9914,3.14,0.39,10.9,99,2
6.4,0.39,0.21,1.2,0.041,35,0.99225,3.15,0.46,10.2,101,0
6.4,0.24,0.31,2.8,0.038,41,0.99155,3.37,0.66,11.7,73,2
7,0.21,0.34,8,0.057,19,0.9954,2.99,0.59,9.4,82,0
6.4,0.16,0.31,5.3,0.043,42,0.99455,3.35,0.47,10.5,115,0
6.5,0.23,0.33,13.8,0.042,25,0.99695,3.35,0.56,10.4,114,1
6.2,0.25,0.48,10,0.044,78,0.99655,3.25,0.47,9.5,162,1
8.8,0.28,0.45,6,0.022,14,0.9934,3.01,0.33,11.1,35,2
6.6,0.25,0.3,14.4,0.052,40,0.998,3.02,0.5,9.1,143,1
6.9,0.38,0.25,9.8,0.04,28,0.9971,3.28,0.61,9.2,163,0
6.4,0.25,0.3,5.5,0.038,15,0.9948,3.14,0.49,9.6,114,1
6.6,0.25,0.3,14.4,0.052,40,0.998,3.02,0.5,9.1,143,1
6.9,0.38,0.25,9.8,0.04,28,0.9971,3.28,0.61,9.2,163,0
7.1,0.21,0.31,3.8,0.021,40,0.99215,3.17,0.39,10.8,102,2
6.4,0.25,0.3,5.5,0.038,15,0.9948,3.14,0.49,9.6,114,1
6.9,0.39,0.4,4.6,0.022,5,0.9915,3.31,0.37,12.6,14,0
5.8,0.2,0.3,1.5,0.031,21,0.99115,3.44,0.55,11,36,1
7,0.2,0.37,2,0.03,26,0.9932,3.28,0.61,10.2,110,1
5.9,0.26,0.25,12.5,0.034,38,0.9977,3.33,0.43,9.4,114,0
7.4,0.38,0.27,7.5,0.041,24,0.99535,3.17,0.43,10,136,0
7.2,0.29,0.4,7.6,0.024,56,0.9928,3.04,0.32,11.5,121,1
6.9,0.18,0.38,8.1,0.049,44,0.9958,3.3,0.54,9.8,132,1
7.3,0.3,0.42,7.35,0.025,51,0.9928,3.04,0.32,11.4,124,1
7.2,0.29,0.4,7.6,0.024,56,0.9928,3.04,0.32,11.5,121,1
6.9,0.2,0.5,10,0.036,78,0.9964,3.15,0.55,10.2,89,1
7.1,0.28,0.44,1.8,0.032,32,0.9907,3.25,0.48,12.2,75,2
5.8,0.25,0.28,11.1,0.056,45,0.99755,3.42,0.43,9.5,130,0
6.9,0.18,0.38,8.1,0.049,44,0.9958,3.3,0.54,9.8,132,1
7,0.2,0.38,8.1,0.05,42,0.99585,3.3,0.54,9.8,131,1
6.8,0.24,0.49,19.3,0.057,55,1.00055,3,0.56,8.7,192,0
6.3,0.3,0.28,5,0.042,36,0.99505,3.22,0.69,9.5,132,1
7.2,0.27,0.42,1.6,0.05,35,0.992,2.94,0.46,11,100,1
6.8,0.2,0.36,1.6,0.028,7,0.99175,3.21,0.6,10.9,39,1
6.7,0.11,0.34,8.8,0.043,41,0.9962,3.42,0.4,9.3,72,2
6.7,0.11,0.34,8.8,0.043,41,0.9962,3.42,0.4,9.3,72,2
6.8,0.12,0.31,5.2,0.045,29,0.9942,3.41,0.46,9.8,91,2
6.1,0.27,0.3,16.7,0.039,49,0.99985,3.4,0.45,9.4,123,0
8.3,0.14,0.45,1.5,0.039,18,0.99215,3.02,0.56,11,80,1
7.2,0.23,0.19,13.7,0.052,47,0.99865,3.12,0.53,9,150,0
8.1,0.17,0.44,14.1,0.053,43,1.0006,3.28,0.75,8.8,102,2
7.8,0.29,0.22,9.5,0.056,44,0.99715,3.08,0.61,9.3,169,1
8.1,0.17,0.44,14.1,0.053,43,1.0006,3.28,0.75,8.8,102,2
7.2,0.23,0.19,13.7,0.052,47,0.99865,3.12,0.53,9,150,0
7.6,0.3,0.27,10.6,0.039,31,0.99815,3.27,0.3,9.3,88,1
7.7,0.34,0.28,11,0.04,31,0.99815,3.27,0.29,9.2,86,1
7.7,0.34,0.28,11,0.04,31,0.99815,3.27,0.29,9.2,86,1
5.8,0.34,0.16,7,0.037,26,0.9949,3.46,0.45,10,90,2
7.6,0.3,0.27,10.6,0.039,31,0.99815,3.27,0.3,9.3,88,1
7.7,0.34,0.28,11,0.04,31,0.99815,3.27,0.29,9.2,86,1
5.9,0.24,0.3,2,0.033,28,0.99225,3.39,0.69,10.9,64,2
5.9,0.24,0.3,2,0.033,28,0.99225,3.39,0.69,10.9,64,2
7.4,0.32,0.27,1.4,0.049,38,0.99335,3.03,0.52,9.3,135,0
7.2,0.31,0.26,7.3,0.05,37,0.99625,3.09,0.43,9,120,0
7.8,0.42,0.23,8.8,0.054,42,0.9971,3.02,0.58,9.2,173,1
5.4,0.18,0.24,4.8,0.041,30,0.99445,3.42,0.4,9.4,83,1
6,0.18,0.31,1.4,0.036,14,0.99085,3.34,0.58,11.1,61,2
6,0.28,0.49,6.8,0.048,61,0.9953,3.19,0.47,9.3,161,0
6.8,0.39,0.35,11.6,0.044,57,0.99775,3.07,0.53,9.3,163,0
6.6,0.21,0.31,11.4,0.039,46,0.99795,3.41,0.44,9.8,119,2
7.3,0.32,0.34,6.6,0.032,24,0.99505,3.22,0.46,9.8,88,1
6.4,0.31,0.26,13.2,0.046,57,0.9975,3.17,0.41,9.6,148,0
6.2,0.29,0.26,13.1,0.046,55,0.99745,3.16,0.41,9.6,149,1
6,0.39,0.17,12,0.046,65,0.9976,3.15,0.38,9,181,1
6.2,0.3,0.26,13.4,0.046,57,0.99775,3.17,0.43,9.5,149,1
6,0.28,0.49,6.8,0.048,61,0.9953,3.19,0.47,9.3,161,0
6.4,0.35,0.28,1.1,0.055,9,0.99405,3.42,0.5,9.1,151,2
6.5,0.26,0.32,16.5,0.045,44,1,3.38,0.46,9.5,122,1
6.2,0.3,0.17,2.8,0.04,24,0.9939,3.01,0.46,9,101,0
8.4,0.18,0.42,5.1,0.036,7,0.9939,3.16,0.52,11.7,70,0
6.2,0.3,0.17,2.8,0.04,24,0.9939,3.01,0.46,9,101,0
6.6,0.36,0.29,1.6,0.021,24,0.98965,3.41,0.61,12.4,61,2
6.8,0.18,0.21,5.4,0.053,34,0.99445,3.3,0.43,9.4,70,0
6.7,0.19,0.23,6.2,0.047,36,0.9945,3.34,0.43,9.6,81,1
8.4,0.18,0.42,5.1,0.036,7,0.9939,3.16,0.52,11.7,70,0
7,0.21,0.37,7.2,0.042,36,0.9958,3.26,0.56,9.8,131,1
6.8,0.25,0.38,8.1,0.046,24,0.9956,3.33,0.59,10.2,131,1
7.4,0.24,0.36,2,0.031,27,0.99055,3.28,0.48,12.5,112,2
7.1,0.16,0.36,10.7,0.044,20,0.9959,3.16,0.44,10.9,70,2
7.1,0.16,0.36,1.2,0.043,21,0.9925,3.16,0.42,11,69,2
